0.0003175976985515739, 8.253448651490888e-17
0.0004236759307830939, 2.2912043583213328e-17
0.0006056584555219804, 4.855851248124165e-18
0.0007561330964018457, 1.9749863679962966e-18
0.0009119057148737079, 8.9896727617318e-19
0.001178526015827776, 3.1238979506322413e-19
0.0015013107289081758, 1.1876010936026475e-19
0.0019015111379132674, 5.1650560898943534e-20
0.002273504770574121, 3.5195903443050834e-20
0.002641053638032725, 2.9355071604919036e-20
0.003139576638576724, 2.737724881039696e-20
0.00395363201940405, 2.7285261590764035e-20
0.00495014901597613, 2.8442495820299567e-20
0.00595276033898512, 3.033859317528903e-20
0.007241437404773092, 3.4605662664692176e-20
0.008962734892746953, 4.3163705019771874e-20
0.010411706147084355, 5.3287585700062515e-20
0.013494683505326418, 8.126368175557608e-20
0.016321721285632786, 1.1729366304812516e-19
0.020672559129126876, 1.8298838667910968e-19
0.024574693511241204, 2.5545397728934736e-19
0.03148637425776609, 4.167285776759433e-19
0.03452810278980076, 5.091665353492196e-19
